(11.0, 1.0, 1.0)
(10.027641243391614, 1.0394993970131081, 1.230126587083266)
(9.697293674240717, 1.9722667715681403, 1.0858507799574513)
(9.402867935455639, 2.727996548886495, 1.6708174354304033)
(8.72353815804183, 3.453004006936532, 1.7842865470455376)
(8.706553963353386, 4.337521068406996, 2.2504851153599854)
(8.546471199623447, 4.665010344247438, 3.1816801985547407)
(8.80885921940713, 5.5846871825590805, 3.4738223559834474)
(8.264735667760746, 6.1898147967320405, 4.054985096624197)
(7.599076113493139, 6.706613634149428, 4.5933310072209865)
(2.0, 10.0, 1.0)
