(5.0, 3.0, 1.0)
(5.3685828757755605, 3.473649255817489, 1.7998768943709755)
(5.8179088562209245, 3.8145678674337775, 2.6256375519167525)
(5.322190950308659, 4.498131717824878, 3.161365300121428)
(5.61308307688461, 5.1283956831482715, 3.881191046195402)
(5.949412952342212, 4.846926530587501, 4.779888621039908)
(5.398993772653139, 4.8114307538195416, 5.614022169377371)
(4.564894844649878, 4.402019350843188, 5.983699435944772)
(4.074140611096663, 4.238738788207461, 6.83956142254948)
(3.382699326067268, 4.827461898778394, 6.4208562178569855)
(2.43722255572041, 4.5620408061778885, 6.2321095083830755)
(1.950182282766796, 3.8591808574412507, 5.713669863888946)
(1.3790969056004827, 4.349738286764369, 5.055479237609063)
(1.5676537469511136, 3.4773783294047687, 4.604442185499783)
(1.494240649013055, 2.6549193966242557, 4.040374972358763)
(0.9957872794122514, 1.8443270926878597, 3.7329918968118325)
(1.1273063720641656, 2.0141651488525087, 2.756335476699708)
(1.0, 1.0, 0.0)
